,CRASH DATE,CRASH TIME,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,PERSON_AGE,PERSON_SEX,time,temperature,precipitation,rain,snowfall,snow_depth,date
578,2020-08-01,13:00:00,40.715993999999995,-73.92049,"(40.715993999999995, -73.92049)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4334245,SCOOTER,45,M,13:00:00,25.5,0.0,0.0,0.0,0.0,2020-08-01
579,2020-08-01,19:00:00,40.6818,-73.760956,"(40.6818, -73.760956)",1,0,0,0,0,0,1,0,Unspecified,4339226,Station Wagon/Sport Utility Vehicle,30,M,19:00:00,29.2,0.0,0.0,0.0,0.0,2020-08-01
580,2020-08-03,23:00:00,40.801525,-73.94372,"(40.801525, -73.94372)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4334997,Open Body,38,M,23:00:00,28.7,0.0,0.0,0.0,0.0,2020-08-03
581,2020-08-03,19:00:00,40.806114,-73.91797,"(40.806114, -73.91797)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4334697,Station Wagon/Sport Utility Vehicle,60,M,19:00:00,31.5,0.0,0.0,0.0,0.0,2020-08-03
582,2020-08-04,19:00:00,40.67038,-73.91187,"(40.67038, -73.91187)",3,0,1,0,0,0,2,0,Alcohol Involvement,4335077,Station Wagon/Sport Utility Vehicle,29,F,19:00:00,25.6,0.016,0.016,0.0,0.0,2020-08-04
583,2020-08-04,23:00:00,40.596718,-73.97559,"(40.596718, -73.97559)",4,0,2,0,0,0,2,0,Other Vehicular,4337141,Station Wagon/Sport Utility Vehicle,39,F,23:00:00,25.8,0.0,0.0,0.0,0.0,2020-08-04
584,2020-08-04,23:00:00,40.596718,-73.97559,"(40.596718, -73.97559)",4,0,2,0,0,0,2,0,Other Vehicular,4337141,Station Wagon/Sport Utility Vehicle,13,M,23:00:00,25.8,0.0,0.0,0.0,0.0,2020-08-04
585,2020-08-05,08:00:00,40.60499,-74.01618,"(40.60499, -74.01618)",1,0,1,0,0,0,0,0,Glare,4335449,Station Wagon/Sport Utility Vehicle,48,M,08:00:00,22.8,0.0,0.0,0.0,0.0,2020-08-05
586,2020-08-05,00:00:00,40.840153,-73.88572,"(40.840153, -73.88572)",2,1,0,1,0,0,2,0,Other Vehicular,4335527,Sedan,27,F,00:00:00,24.4,0.0,0.0,0.0,0.0,2020-08-05
587,2020-08-07,20:00:00,40.750122,-73.86075,"(40.750122, -73.86075)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4336733,Sedan,38,M,20:00:00,26.1,0.0,0.0,0.0,0.0,2020-08-07
588,2020-08-08,06:00:00,40.771667,-73.9867,"(40.771667, -73.9867)",2,0,0,0,0,0,2,0,Driver Inattention/Distraction,4336752,Sedan,54,M,06:00:00,21.5,0.024,0.024,0.0,0.0,2020-08-08
589,2020-08-08,15:00:00,40.647495,-73.9705,"(40.647495, -73.9705)",2,0,1,0,0,0,1,0,Driver Inexperience,4336354,Station Wagon/Sport Utility Vehicle,45,M,15:00:00,24.8,0.0,0.0,0.0,0.0,2020-08-08
590,2020-08-08,20:00:00,40.66546,-73.747284,"(40.66546, -73.747284)",2,0,1,0,0,0,1,0,Passing or Lane Usage Improper,4336282,Station Wagon/Sport Utility Vehicle,20,F,20:00:00,25.8,0.008,0.008,0.0,0.0,2020-08-08
591,2020-08-09,02:00:00,40.811924,-73.85982,"(40.811924, -73.85982)",2,0,2,0,0,0,0,0,Aggressive Driving/Road Rage,4342342,Station Wagon/Sport Utility Vehicle,31,M,02:00:00,22.8,0.0,0.0,0.0,0.0,2020-08-09
592,2020-08-09,02:00:00,40.811924,-73.85982,"(40.811924, -73.85982)",2,0,2,0,0,0,0,0,Aggressive Driving/Road Rage,4342342,Station Wagon/Sport Utility Vehicle,54,F,02:00:00,22.8,0.0,0.0,0.0,0.0,2020-08-09
593,2020-08-11,03:00:00,40.7204,-73.98941,"(40.7204, -73.98941)",1,0,1,0,0,0,0,0,Backing Unsafely,4338048,Motorcycle,25,M,03:00:00,26.2,0.0,0.0,0.0,0.0,2020-08-11
594,2020-08-14,13:00:00,40.89487,-73.85657,"(40.89487, -73.85657)",1,0,1,0,0,0,0,0,Accelerator Defective,4343210,Station Wagon/Sport Utility Vehicle,64,F,13:00:00,24.9,0.0,0.0,0.0,0.0,2020-08-14
595,2020-08-15,00:00:00,40.818558,-73.92732,"(40.818558, -73.92732)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4338915,Station Wagon/Sport Utility Vehicle,57,M,00:00:00,26.5,0.0,0.0,0.0,0.0,2020-08-15
596,2020-08-17,13:00:00,40.68521,-73.76612,"(40.68521, -73.76612)",2,0,1,0,0,0,1,0,Unspecified,4339201,Sedan,74,F,13:00:00,20.8,0.0,0.0,0.0,0.0,2020-08-17
597,2020-08-17,19:00:00,40.72377,-73.9508,"(40.72377, -73.9508)",0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4339374,Sedan,30,M,19:00:00,23.8,0.0,0.0,0.0,0.0,2020-08-17
598,2020-08-18,18:00:00,40.65766,-73.95323,"(40.65766, -73.95323)",0,0,0,0,0,0,0,0,Unspecified,4351339,Sedan,28,M,18:00:00,27.7,0.0,0.0,0.0,0.0,2020-08-18
599,2020-08-19,17:00:00,40.872585,-73.87958,"(40.872585, -73.87958)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4339974,Station Wagon/Sport Utility Vehicle,35,M,17:00:00,21.0,0.012,0.012,0.0,0.0,2020-08-19
600,2020-08-20,13:00:00,40.799767,-73.94292,"(40.799767, -73.94292)",2,0,1,0,0,0,1,0,Lost Consciousness,4340320,Station Wagon/Sport Utility Vehicle,20,F,13:00:00,19.4,0.0,0.0,0.0,0.0,2020-08-20
601,2020-08-20,02:00:00,40.67909,-73.89545,"(40.67909, -73.89545)",1,0,1,0,0,0,0,0,Unspecified,4341477,Box Truck,21,M,02:00:00,22.5,0.0,0.0,0.0,0.0,2020-08-20
602,2020-08-21,18:00:00,40.694546,-73.96024,"(40.694546, -73.96024)",2,0,1,0,1,0,0,0,Aggressive Driving/Road Rage,4341196,Sedan,18,M,18:00:00,27.9,0.0,0.0,0.0,0.0,2020-08-21
603,2020-08-22,00:00:00,40.660305,-73.893,"(40.660305, -73.893)",3,0,1,0,0,0,2,0,Unspecified,4341514,Sedan,6,M,00:00:00,25.0,0.0,0.0,0.0,0.0,2020-08-22
604,2020-08-24,14:00:00,40.865795,-73.920006,"(40.865795, -73.920006)",1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,4341677,Station Wagon/Sport Utility Vehicle,20,F,14:00:00,26.9,0.0,0.0,0.0,0.0,2020-08-24
605,2020-08-26,10:00:00,40.65178,-73.9172,"(40.65178, -73.9172)",1,0,1,0,0,0,0,0,Unspecified,4342946,Station Wagon/Sport Utility Vehicle,23,M,10:00:00,19.4,0.0,0.0,0.0,0.0,2020-08-26
606,2020-08-26,19:00:00,40.74093,-73.85578,"(40.74093, -73.85578)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4342181,Station Wagon/Sport Utility Vehicle,38,M,19:00:00,25.9,0.0,0.0,0.0,0.0,2020-08-26
607,2020-08-27,22:00:00,40.698677,-73.90954,"(40.698677, -73.90954)",1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,4342905,Sedan,52,F,22:00:00,31.8,0.0,0.0,0.0,0.0,2020-08-27
608,2020-08-27,11:00:00,40.734596,-73.95837,"(40.734596, -73.95837)",4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,4342320,Sedan,28,M,11:00:00,20.3,0.008,0.008,0.0,0.0,2020-08-27
609,2020-08-27,11:00:00,40.734596,-73.95837,"(40.734596, -73.95837)",4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,4342320,Sedan,33,F,11:00:00,20.3,0.008,0.008,0.0,0.0,2020-08-27
610,2020-08-27,11:00:00,40.734596,-73.95837,"(40.734596, -73.95837)",4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,4342320,Sedan,33,F,11:00:00,20.3,0.008,0.008,0.0,0.0,2020-08-27
611,2020-08-27,11:00:00,40.734596,-73.95837,"(40.734596, -73.95837)",4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,4342320,Sedan,33,M,11:00:00,20.3,0.008,0.008,0.0,0.0,2020-08-27
612,2020-08-29,20:00:00,40.641888,-73.90642,"(40.641888, -73.90642)",1,0,1,0,0,0,0,0,Unsafe Speed,4344216,Station Wagon/Sport Utility Vehicle,32,M,20:00:00,24.7,0.0,0.0,0.0,0.0,2020-08-29
613,2020-08-30,21:00:00,40.609253,-73.96905,"(40.609253, -73.96905)",4,0,1,0,0,0,3,0,Unspecified,4343183,Sedan,36,F,21:00:00,25.5,0.0,0.0,0.0,0.0,2020-08-30
614,2020-08-30,03:00:00,40.667202,-73.874794,"(40.667202, -73.874794)",2,0,1,0,0,0,1,0,Brakes Defective,4343740,Sedan,21,F,03:00:00,24.7,0.0,0.0,0.0,0.0,2020-08-30
615,2020-08-31,00:00:00,40.67381,-73.86491,"(40.67381, -73.86491)",2,0,1,0,0,0,1,0,Driver Inattention/Distraction,4343786,Station Wagon/Sport Utility Vehicle,19,M,00:00:00,20.4,0.0,0.0,0.0,0.0,2020-08-31
616,2020-09-01,14:00:00,40.608433,-74.15544,"(40.608433, -74.15544)",1,1,0,1,0,0,1,0,Illnes,4343877,Sedan,68,F,14:00:00,22.0,0.0,0.0,0.0,0.0,2020-09-01
617,2020-09-01,20:00:00,40.713497,-73.75822,"(40.713497, -73.75822)",0,1,0,1,0,0,0,0,Unspecified,4343914,Sedan,38,M,20:00:00,24.2,0.0,0.0,0.0,0.0,2020-09-01
618,2020-09-01,20:00:00,40.845127,-73.93499,"(40.845127, -73.93499)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4344011,Station Wagon/Sport Utility Vehicle,33,M,20:00:00,24.2,0.0,0.0,0.0,0.0,2020-09-01
619,2020-09-03,15:00:00,40.878284,-73.90803,"(40.878284, -73.90803)",2,0,1,0,0,0,1,0,Unsafe Speed,4349632,Station Wagon/Sport Utility Vehicle,55,F,15:00:00,25.8,0.0,0.0,0.0,0.0,2020-09-03
620,2020-09-03,12:00:00,40.84642,-73.84839,"(40.84642, -73.84839)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4349438,Sedan,66,M,12:00:00,22.9,0.0,0.0,0.0,0.0,2020-09-03
621,2020-09-04,19:00:00,40.58429,-73.95629,"(40.58429, -73.95629)",1,0,1,0,0,0,0,0,Unspecified,4346475,Sedan,45,M,19:00:00,28.6,0.0,0.0,0.0,0.0,2020-09-04
622,2020-09-05,07:00:00,40.832863,-73.94204,"(40.832863, -73.94204)",1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,4345256,Sedan,62,M,07:00:00,18.7,0.0,0.0,0.0,0.0,2020-09-05
623,2020-09-05,23:00:00,40.76536,-73.82787,"(40.76536, -73.82787)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4345806,Station Wagon/Sport Utility Vehicle,45,M,23:00:00,21.0,0.0,0.0,0.0,0.0,2020-09-05
624,2020-09-05,15:00:00,40.672062,-73.925255,"(40.672062, -73.925255)",2,0,2,0,0,0,0,0,Unsafe Speed,4346881,Sedan,8,F,15:00:00,22.4,0.0,0.0,0.0,0.0,2020-09-05
625,2020-09-05,15:00:00,40.672062,-73.925255,"(40.672062, -73.925255)",2,0,2,0,0,0,0,0,Unsafe Speed,4346881,Sedan,22,F,15:00:00,22.4,0.0,0.0,0.0,0.0,2020-09-05
626,2020-09-06,21:00:00,40.853138,-73.9017,"(40.853138, -73.9017)",2,0,1,0,0,0,1,0,Unspecified,4345522,Motorcycle,51,M,21:00:00,24.8,0.0,0.0,0.0,0.0,2020-09-06
627,2020-09-07,03:00:00,40.70324,-73.92615,"(40.70324, -73.92615)",1,0,1,0,0,0,0,0,Unsafe Speed,4346536,Sedan,34,M,03:00:00,20.6,0.0,0.0,0.0,0.0,2020-09-07
628,2020-09-09,20:00:00,40.604397,-74.069,"(40.604397, -74.069)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4347839,Station Wagon/Sport Utility Vehicle,39,M,20:00:00,25.1,0.0,0.0,0.0,0.0,2020-09-09
629,2020-09-09,14:00:00,40.770256,-73.91888,"(40.770256, -73.91888)",0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4346297,LIMO,30,M,14:00:00,23.0,0.0,0.0,0.0,0.0,2020-09-09
630,2020-09-09,14:00:00,40.679634,-73.94959,"(40.679634, -73.94959)",2,0,1,0,0,0,1,0,Failure to Yield Right-of-Way,4348274,Station Wagon/Sport Utility Vehicle,58,M,14:00:00,23.0,0.0,0.0,0.0,0.0,2020-09-09
631,2020-09-09,16:00:00,40.58196,-73.959946,"(40.58196, -73.959946)",1,0,0,0,1,0,0,0,Unspecified,4347094,Station Wagon/Sport Utility Vehicle,82,M,16:00:00,24.9,0.0,0.0,0.0,0.0,2020-09-09
632,2020-09-09,10:00:00,40.753395,-73.92905,"(40.753395, -73.92905)",1,0,1,0,0,0,0,0,Backing Unsafely,4346538,Station Wagon/Sport Utility Vehicle,34,F,10:00:00,20.2,0.0,0.0,0.0,0.0,2020-09-09
633,2020-09-10,14:00:00,40.601006,-74.09151,"(40.601006, -74.09151)",1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4346653,Sedan,70,F,14:00:00,23.7,0.031,0.031,0.0,0.0,2020-09-10
634,2020-09-11,15:00:00,40.691555,-73.93677,"(40.691555, -73.93677)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4347400,Sedan,17,F,15:00:00,22.5,0.0,0.0,0.0,0.0,2020-09-11
635,2020-09-12,20:00:00,40.69426,-73.91036,"(40.69426, -73.91036)",5,0,1,0,0,0,4,0,Unsafe Speed,4347943,Sedan,26,M,20:00:00,20.3,0.0,0.0,0.0,0.0,2020-09-12
636,2020-09-13,09:00:00,40.881275,-73.86336,"(40.881275, -73.86336)",0,0,0,0,0,0,0,0,Backing Unsafely,4347352,Sedan,34,M,09:00:00,17.0,0.0,0.0,0.0,0.0,2020-09-13
637,2020-09-13,14:00:00,40.74955,-73.88618,"(40.74955, -73.88618)",0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4351608,Station Wagon/Sport Utility Vehicle,38,F,14:00:00,21.9,0.0,0.0,0.0,0.0,2020-09-13
638,2020-09-14,03:00:00,40.659405,-73.9505,"(40.659405, -73.9505)",1,0,0,0,0,0,1,0,Driver Inexperience,4347567,Sedan,52,M,03:00:00,20.4,0.0,0.0,0.0,0.0,2020-09-14
639,2020-09-15,15:00:00,40.682404,-73.925186,"(40.682404, -73.925186)",1,0,1,0,0,0,0,0,Reaction to Uninvolved Vehicle,4348280,Station Wagon/Sport Utility Vehicle,49,F,15:00:00,15.6,0.0,0.0,0.0,0.0,2020-09-15
640,2020-09-16,00:00:00,40.715993999999995,-73.92049,"(40.715993999999995, -73.92049)",0,0,0,0,0,0,0,0,Backing Unsafely,4349635,Sedan,47,F,00:00:00,16.2,0.0,0.0,0.0,0.0,2020-09-16
641,2020-09-16,16:00:00,40.743477,-73.73286,"(40.743477, -73.73286)",1,0,1,0,0,0,0,0,Unsafe Lane Changing,4348682,Station Wagon/Sport Utility Vehicle,39,F,16:00:00,20.1,0.0,0.0,0.0,0.0,2020-09-16
642,2020-09-16,13:00:00,40.7091,-73.94009,"(40.7091, -73.94009)",0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4348750,Pick-up Truck,44,M,13:00:00,15.8,0.0,0.0,0.0,0.0,2020-09-16
643,2020-09-16,13:00:00,40.7091,-73.94009,"(40.7091, -73.94009)",0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4348750,Pick-up Truck,23,M,13:00:00,15.8,0.0,0.0,0.0,0.0,2020-09-16
644,2020-09-16,02:00:00,40.618855,-73.92105,"(40.618855, -73.92105)",1,0,1,0,0,0,0,0,Fell Asleep,4348547,Station Wagon/Sport Utility Vehicle,32,M,02:00:00,14.3,0.0,0.0,0.0,0.0,2020-09-16
645,2020-09-17,16:00:00,40.74683,-73.85327,"(40.74683, -73.85327)",1,0,1,0,0,0,0,0,Alcohol Involvement,4349584,Sedan,70,M,16:00:00,21.8,0.0,0.0,0.0,0.0,2020-09-17
646,2020-09-17,23:00:00,40.678757,-73.87172,"(40.678757, -73.87172)",2,0,1,0,1,0,0,0,Passing or Lane Usage Improper,4349213,E-Scooter,29,M,23:00:00,20.1,0.0,0.0,0.0,0.0,2020-09-17
647,2020-09-18,22:00:00,40.867027,-73.917046,"(40.867027, -73.917046)",0,0,0,0,0,0,0,0,Unspecified,4349720,Sedan,39,M,22:00:00,18.7,0.0,0.0,0.0,0.0,2020-09-18
648,2020-09-19,13:00:00,40.687935,-73.9154,"(40.687935, -73.9154)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4349420,Sedan,32,F,13:00:00,11.3,0.0,0.0,0.0,0.0,2020-09-19
649,2020-09-21,13:00:00,40.70297,-73.86825,"(40.70297, -73.86825)",0,0,0,0,0,0,0,0,Passing Too Closely,4350216,Box Truck,35,M,13:00:00,11.5,0.0,0.0,0.0,0.0,2020-09-21
650,2020-09-21,20:00:00,40.676495,-73.913704,"(40.676495, -73.913704)",5,0,2,0,0,0,3,0,Unsafe Speed,4350349,Sedan,15,F,20:00:00,18.2,0.0,0.0,0.0,0.0,2020-09-21
651,2020-09-21,20:00:00,40.676495,-73.913704,"(40.676495, -73.913704)",5,0,2,0,0,0,3,0,Unsafe Speed,4350349,Sedan,61,F,20:00:00,18.2,0.0,0.0,0.0,0.0,2020-09-21
652,2020-09-24,11:00:00,40.657753,-73.89612,"(40.657753, -73.89612)",1,0,1,0,0,0,0,0,Unspecified,4351825,Sedan,33,M,11:00:00,13.0,0.0,0.0,0.0,0.0,2020-09-24
653,2020-09-25,18:00:00,40.670326,-73.88878,"(40.670326, -73.88878)",1,0,1,0,0,0,0,0,Unsafe Speed,4352513,Station Wagon/Sport Utility Vehicle,27,M,18:00:00,24.6,0.0,0.0,0.0,0.0,2020-09-25
654,2020-09-25,14:00:00,40.66617,-73.988815,"(40.66617, -73.988815)",0,0,0,0,0,0,0,0,Unspecified,4351784,Sedan,52,M,14:00:00,19.6,0.0,0.0,0.0,0.0,2020-09-25
655,2020-09-26,14:00:00,40.680115,-73.75324,"(40.680115, -73.75324)",2,0,1,0,0,0,1,0,Unsafe Lane Changing,4351806,Station Wagon/Sport Utility Vehicle,30,M,14:00:00,19.5,0.0,0.0,0.0,0.0,2020-09-26
656,2020-09-27,18:00:00,40.646664,-74.088936,"(40.646664, -74.088936)",1,0,1,0,0,0,0,0,Unspecified,4353150,Sedan,28,F,18:00:00,24.4,0.0,0.0,0.0,0.0,2020-09-27
657,2020-09-27,19:00:00,40.656033,-73.9537,"(40.656033, -73.9537)",1,0,1,0,0,0,0,0,Passing Too Closely,4352225,Station Wagon/Sport Utility Vehicle,45,M,19:00:00,25.1,0.0,0.0,0.0,0.0,2020-09-27
658,2020-09-27,02:00:00,40.715993999999995,-73.92049,"(40.715993999999995, -73.92049)",3,0,1,0,0,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4351881,Sedan,51,M,02:00:00,18.7,0.0,0.0,0.0,0.0,2020-09-27
659,2020-09-28,13:00:00,40.88507,-73.83008,"(40.88507, -73.83008)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4352834,Sedan,40,M,13:00:00,20.6,0.0,0.0,0.0,0.0,2020-09-28
660,2020-09-29,15:00:00,40.9096,-73.89988,"(40.9096, -73.89988)",1,0,1,0,0,0,0,0,Unspecified,4353239,Sedan,53,M,15:00:00,21.5,0.055,0.055,0.0,0.0,2020-09-29
661,2020-09-29,14:00:00,40.71111,-73.831375,"(40.71111, -73.831375)",2,0,1,0,0,0,1,0,Following Too Closely,4352917,Station Wagon/Sport Utility Vehicle,30,F,14:00:00,22.5,0.008,0.008,0.0,0.0,2020-09-29
662,2020-09-29,14:00:00,40.8405,-73.86419,"(40.8405, -73.86419)",2,0,1,0,0,0,1,0,Driver Inattention/Distraction,4352954,Station Wagon/Sport Utility Vehicle,20,M,14:00:00,22.5,0.008,0.008,0.0,0.0,2020-09-29
663,2020-09-30,18:00:00,40.743454,-73.882126,"(40.743454, -73.882126)",0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4353425,Station Wagon/Sport Utility Vehicle,26,M,18:00:00,20.6,0.0,0.0,0.0,0.0,2020-09-30
664,2020-09-30,08:00:00,40.670055,-73.85863,"(40.670055, -73.85863)",1,0,1,0,0,0,0,0,Unspecified,4353172,Sedan,61,F,08:00:00,20.4,0.591,0.591,0.0,0.0,2020-09-30
665,2020-10-01,22:00:00,40.860176,-73.89955,"(40.860176, -73.89955)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4353740,Sedan,61,M,22:00:00,19.1,0.0,0.0,0.0,0.0,2020-10-01
666,2020-10-01,22:00:00,40.668518,-73.873215,"(40.668518, -73.873215)",2,0,1,0,0,0,1,0,Alcohol Involvement,4354159,Sedan,23,M,22:00:00,19.1,0.0,0.0,0.0,0.0,2020-10-01
667,2020-10-01,14:00:00,40.67549,-73.93885,"(40.67549, -73.93885)",1,0,1,0,0,0,0,0,Driverless/Runaway Vehicle,4354496,Sedan,50,M,14:00:00,18.1,0.0,0.0,0.0,0.0,2020-10-01
668,2020-10-02,16:00:00,40.792126,-73.97178,"(40.792126, -73.97178)",2,0,2,0,0,0,0,0,Backing Unsafely,4354595,Sedan,65,F,16:00:00,14.1,0.004,0.004,0.0,0.0,2020-10-02
669,2020-10-02,16:00:00,40.792126,-73.97178,"(40.792126, -73.97178)",2,0,2,0,0,0,0,0,Backing Unsafely,4354595,Sedan,36,F,16:00:00,14.1,0.004,0.004,0.0,0.0,2020-10-02
670,2020-10-02,00:00:00,40.701138,-73.95779,"(40.701138, -73.95779)",1,0,1,0,0,0,0,0,Driverless/Runaway Vehicle,4353727,Sedan,49,M,00:00:00,18.4,0.0,0.0,0.0,0.0,2020-10-02
671,2020-10-04,13:00:00,40.79094,-73.947235,"(40.79094, -73.947235)",1,0,1,0,0,0,0,0,Unspecified,4354778,Taxi,38,F,13:00:00,13.3,0.0,0.0,0.0,0.0,2020-10-04
672,2020-10-05,11:00:00,40.646572,-73.89617,"(40.646572, -73.89617)",4,0,1,0,0,0,3,0,Unsafe Speed,4355256,Station Wagon/Sport Utility Vehicle,51,F,11:00:00,10.9,0.0,0.0,0.0,0.0,2020-10-05
673,2020-10-07,08:00:00,40.6952,-73.92844,"(40.6952, -73.92844)",2,0,2,0,0,0,0,0,Following Too Closely,4355772,Station Wagon/Sport Utility Vehicle,36,M,08:00:00,14.3,0.0,0.0,0.0,0.0,2020-10-07
674,2020-10-07,08:00:00,40.6952,-73.92844,"(40.6952, -73.92844)",2,0,2,0,0,0,0,0,Following Too Closely,4355772,Station Wagon/Sport Utility Vehicle,35,F,08:00:00,14.3,0.0,0.0,0.0,0.0,2020-10-07
675,2020-10-08,00:00:00,40.828934,-73.859795,"(40.828934, -73.859795)",2,0,0,0,0,0,2,0,Unspecified,4358230,Station Wagon/Sport Utility Vehicle,25,F,00:00:00,18.2,0.0,0.0,0.0,0.0,2020-10-08
676,2020-10-11,18:00:00,40.630985,-74.00869,"(40.630985, -74.00869)",2,0,2,0,0,0,0,0,Backing Unsafely,4356675,Sedan,33,M,18:00:00,18.9,0.0,0.0,0.0,0.0,2020-10-11
677,2020-10-11,18:00:00,40.630985,-74.00869,"(40.630985, -74.00869)",2,0,2,0,0,0,0,0,Backing Unsafely,4356675,Sedan,22,F,18:00:00,18.9,0.0,0.0,0.0,0.0,2020-10-11
678,2020-10-12,01:00:00,40.840176,-73.92528,"(40.840176, -73.92528)",1,0,1,0,0,0,0,0,Alcohol Involvement,4357205,Station Wagon/Sport Utility Vehicle,27,M,01:00:00,15.7,0.004,0.004,0.0,0.0,2020-10-12
679,2020-10-12,14:00:00,40.676544,-74.0068,"(40.676544, -74.0068)",1,0,1,0,0,0,0,0,Backing Unsafely,4357116,Sedan,0,M,14:00:00,11.5,0.047,0.047,0.0,0.0,2020-10-12
680,2020-10-13,16:00:00,40.76501,-73.8871,"(40.76501, -73.8871)",2,0,2,0,0,0,0,0,Driver Inattention/Distraction,4357570,Sedan,62,M,16:00:00,13.5,0.004,0.004,0.0,0.0,2020-10-13
681,2020-10-13,16:00:00,40.76501,-73.8871,"(40.76501, -73.8871)",2,0,2,0,0,0,0,0,Driver Inattention/Distraction,4357570,Sedan,42,M,16:00:00,13.5,0.004,0.004,0.0,0.0,2020-10-13
682,2020-10-14,16:00:00,40.861416,-73.912224,"(40.861416, -73.912224)",1,0,1,0,0,0,0,0,Reaction to Uninvolved Vehicle,4357835,Sedan,57,F,16:00:00,17.6,0.0,0.0,0.0,0.0,2020-10-14
683,2020-10-16,16:00:00,40.68969,-73.99237,"(40.68969, -73.99237)",1,0,1,0,0,0,0,0,Other Vehicular,4358592,Sedan,34,M,16:00:00,12.3,0.185,0.185,0.0,0.0,2020-10-16
684,2020-10-17,23:00:00,40.70649,-73.80654,"(40.70649, -73.80654)",1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,4361301,Station Wagon/Sport Utility Vehicle,36,M,23:00:00,11.7,0.0,0.0,0.0,0.0,2020-10-17
685,2020-10-17,13:00:00,40.712,-73.82546,"(40.712, -73.82546)",1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4359036,Sedan,31,F,13:00:00,8.7,0.0,0.0,0.0,0.0,2020-10-17
686,2020-10-18,01:00:00,40.87142,-73.90654,"(40.87142, -73.90654)",1,1,0,1,0,0,1,0,Unsafe Speed,4358649,Sedan,39,F,01:00:00,9.6,0.0,0.0,0.0,0.0,2020-10-18
687,2020-10-18,01:00:00,40.7699,-73.91608,"(40.7699, -73.91608)",4,0,1,0,0,0,3,0,Unsafe Speed,4358741,Sedan,31,M,01:00:00,9.6,0.0,0.0,0.0,0.0,2020-10-18
688,2020-10-19,12:00:00,40.767803,-73.95601,"(40.767803, -73.95601)",0,0,0,0,0,0,0,0,Passing Too Closely,4359419,Station Wagon/Sport Utility Vehicle,42,M,12:00:00,11.5,0.0,0.0,0.0,0.0,2020-10-19
689,2020-10-20,20:00:00,40.8541,-73.829895,"(40.8541, -73.829895)",1,0,1,0,0,0,0,0,Backing Unsafely,4359725,Sedan,29,M,20:00:00,21.0,0.0,0.0,0.0,0.0,2020-10-20
690,2020-10-20,09:00:00,40.8325,-73.9044,"(40.8325, -73.9044)",1,0,1,0,0,0,0,0,Lost Consciousness,4359767,Station Wagon/Sport Utility Vehicle,37,F,09:00:00,14.6,0.0,0.0,0.0,0.0,2020-10-20
691,2020-10-20,11:00:00,40.905025,-73.84959,"(40.905025, -73.84959)",2,0,1,0,0,0,1,0,Failure to Yield Right-of-Way,4360708,Sedan,62,M,11:00:00,13.9,0.0,0.0,0.0,0.0,2020-10-20
692,2020-10-22,22:00:00,40.796116,-73.94558,"(40.796116, -73.94558)",1,0,1,0,0,0,0,0,Alcohol Involvement,4360316,Station Wagon/Sport Utility Vehicle,23,M,22:00:00,18.9,0.0,0.0,0.0,0.0,2020-10-22
